Transaction_ID,User_ID,Product_ID,Quantity,Transaction_Date
abd3327d-c321-4d8b-ab24-5d43c0b8b54b,7bcd5dc1-ce4b-43cd-b06d-3f2309fa4b92,4bd89363-4272-4c90-86b0-e4aec0645fae,2,2024-05-23
3f293d73-8e2e-4a36-8350-7e43bf30d4ea,f475dafe-fd20-416b-8ccf-695d9a4ee8c7,deb51472-996a-42b1-96e5-6a72ba78e2ab,1,2024-04-05
6633ae86-ea30-499c-b35d-72799b47ba1a,587359d4-f971-4ef3-a2d0-c22546f54985,7e18ca93-a3b9-462e-bbbc-14ed5d533b3e,2,2024-01-11
f4666110-40cb-4a4d-b69e-e64ee7961ece,841a2055-daf6-4d1c-9ec6-5f45a1dabf88,1332c032-a285-4997-b8f7-66ea41f5e4ba,2,2024-06-06
3dd2fe89-346f-4fff-8880-aaf491bca55c,67e3f5b2-793b-4c52-b62b-eefe6acb24a2,c3170728-95ef-422f-8e5c-7f7b2479fdaa,4,2024-05-11
ae6671da-4bc8-43ac-81d1-ad5bbce5ed40,2927e5af-1e2b-4434-8cc5-2657835814bb,7e18ca93-a3b9-462e-bbbc-14ed5d533b3e,5,2024-07-22
6f10387c-244f-4095-b2b8-4ed89469ecd0,dad4fe4a-5931-456a-9c62-33ddafeb0522,46cd6a49-3e36-4b01-ac1a-6a33d63c7ed9,3,2024-07-25
e89c143a-c52b-45cd-a9fa-959f936572a2,3e531b6f-12b9-47fc-be11-49b10275bbd1,d2727197-c8d4-48d9-9ecc-04f4c307a900,1,2024-05-31
0cf59ec4-13a0-4893-bf54-ff05a44d3bb2,1a64663b-e5cd-421c-9913-bfd58dde9ac6,b14c7039-87b4-4b3d-bf95-2cd040d690b2,3,2024-08-09
e9781b56-27ab-44d4-95ce-5464bc9c1408,32df5bcb-da67-4a7c-b6e0-57504c104c12,deb51472-996a-42b1-96e5-6a72ba78e2ab,1,2024-07-09
405f4302-b25f-45e5-a40b-92c835148f78,b3e38c97-fb33-4ef4-aab5-bd2741615dc0,63e8bbbb-5ad7-4d1d-b1c2-001a07b664f5,3,2024-01-21
57e3e6cc-16ce-488b-8421-ab6e6a85a8d2,b3e38c97-fb33-4ef4-aab5-bd2741615dc0,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,4,2024-05-29
8e61a87d-59cf-414d-ac55-02cca5a8fb31,f2433fa9-4bd4-4274-acf5-27f7c2a97a62,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,4,2024-04-22
683ff88b-21dd-422a-b0ea-3f7fe1f03080,83b54a9c-c10d-4354-b1d6-b54f207c3751,508ea1d5-daf0-4572-90bc-48f9931eca53,2,2024-04-24
a5a16107-98fb-4703-9f92-1896cd8fda02,c9ab6698-6062-4089-a9a9-2d6e9f97ce21,7d496f22-33e6-4285-9be2-321e8b0561b3,5,2024-02-09
cdda240e-7434-4466-b690-638d78bab43e,841a2055-daf6-4d1c-9ec6-5f45a1dabf88,508ea1d5-daf0-4572-90bc-48f9931eca53,5,2024-04-17
7139a5ba-3e37-4a67-9b3d-e7ee199a7685,6ee23c24-f2d3-4b11-b3dc-a93a7cb7cef5,a09b54cd-0abf-4d6a-9ef6-fc8c4c9f47ea,4,2024-05-18
ea4ed73c-0e27-47b6-8aee-19a6974d7cd7,8a3cf6f7-9aa7-44ce-9134-5324e5ae1c12,6a461f4a-1181-42ed-a3d2-93e2aecdb709,2,2024-03-29
7a7f701d-beae-4b36-b319-8956eb8f9607,cbe5b40e-bf75-474a-b3e1-5f4a0ed12a64,0551ef25-0bd4-4d9c-ad14-2d3a48d42e20,1,2024-08-05
9e28a84f-261b-44f6-bc76-74cb9b0c38c3,99821501-3d94-4c9e-98af-d16ce92f1d67,99c9e979-6fdf-4dd7-8df7-4342b36d1a89,1,2024-05-14
47c05f27-514d-4d0d-bd10-0bcd0a2143e4,d9e346de-d217-4e69-9b13-bd992063994d,7e18ca93-a3b9-462e-bbbc-14ed5d533b3e,2,2024-07-20
bdf8b35f-ff26-4061-9c41-f7ff02952ddf,d2e260a2-c115-40db-b0f3-abfc0093e9cd,8cfee8d2-32b9-4c82-8b9c-8819bc0b252c,5,2024-02-06
fe3608e2-3a88-46c5-88d7-9aa6462e7466,13d4b7fe-8447-4a9e-b131-b92af7a19a3c,7adf5937-657c-43c1-916f-5f52da717fac,4,2024-05-01
c4936f50-7e1b-4862-a964-74f76bf98539,7a0583df-eaef-4886-9bf8-9a1af548a72f,c3170728-95ef-422f-8e5c-7f7b2479fdaa,5,2024-05-12
f27d2daa-2376-43a8-9df3-d58f9d39ee01,8691fdd1-4570-423b-8cf0-0ddce9a66995,1f3c80e6-fef1-49fe-9835-d7580973e77a,1,2024-08-10
1a486c02-265f-449a-bd1a-f31412b9c5e8,d2e260a2-c115-40db-b0f3-abfc0093e9cd,1332c032-a285-4997-b8f7-66ea41f5e4ba,1,2024-05-15
8c7a9d0b-6ce7-4d77-85c7-2791baf94321,d2e260a2-c115-40db-b0f3-abfc0093e9cd,c487dc5c-fcd3-49fc-b7d9-c8d811d692f5,3,2024-02-24
d7abd04b-a540-4864-8481-a04b4d7eb884,3e531b6f-12b9-47fc-be11-49b10275bbd1,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,3,2024-05-31
c284e0e3-bd30-4808-b28f-5458fb376daa,f12be5f9-c55b-4e65-9253-835c7226f10e,f5f3f75b-138c-4171-8874-5ff40049cf17,4,2024-03-03
6f78e1e7-d2d3-4681-92f3-bec6fe2f65c8,67e3f5b2-793b-4c52-b62b-eefe6acb24a2,c3170728-95ef-422f-8e5c-7f7b2479fdaa,1,2024-05-31
ba0479be-df00-49bf-9298-901ce61baf8c,9362202f-cdef-46a8-be0d-537bc7f2e815,1332c032-a285-4997-b8f7-66ea41f5e4ba,3,2024-08-02
ae0bdf63-9b57-4321-b690-414f2fdabea7,b32b64f9-537c-4b99-97d9-dd6f40e87bfd,89658e79-a140-4889-86d9-6a012ac19212,2,2024-06-30
5dda2029-cc7d-42ef-add7-aaf326bd9141,b32b64f9-537c-4b99-97d9-dd6f40e87bfd,4a5140fa-0fc2-417a-ba2b-8a29076b4772,3,2024-08-06
98c79c19-e6d7-4f76-bf8b-73e7fb4813f5,018b725c-c6db-4ae5-a0cf-7b5d858c382a,e759d593-0d6a-4264-9dd2-adfbb8939038,5,2024-06-29
78144cd4-2668-4f85-92e7-bf90846ae572,80d39f01-a26e-416d-bbd2-6d82e793b592,684a7ae3-274a-46f3-8ccd-185800498136,3,2024-03-27
99b6c1e7-56ca-4580-985a-80866c51e9b5,5d31c3c3-5521-496a-8f0f-dd71b27a580a,9e940818-e66b-4d16-be56-4e9cf23021cc,5,2024-08-13
0cf2bbdc-9176-43e9-91ac-5382cff0b658,370be351-6ec1-4d17-a190-929356466fd3,af0e08fe-4b55-4ec0-9d66-43a588c97d5b,1,2024-06-24
507603e7-ec41-46fa-ad6c-6d56cddb2581,7a0583df-eaef-4886-9bf8-9a1af548a72f,cca4542c-b127-4afc-aa37-7756b9d6e2a1,4,2024-08-21
7e7466a6-a510-4bfa-ba06-bf035313d6ff,087eee97-7af2-4d0a-a4d6-042b4551a767,805c053f-4536-4742-9e05-9acf6f191c40,3,2024-05-15
2388b95e-0cf9-4c5a-987a-80f506118fa2,38fe297b-47c7-4dd0-aeb6-4c276a2884ae,a1fb103f-9a36-4626-851e-da5f53e42e6f,1,2024-01-23
a9b43d8f-000d-4011-a18c-2d613bccba3a,36661ee8-1ede-4149-9845-cbc7e723f2d2,63e8bbbb-5ad7-4d1d-b1c2-001a07b664f5,1,2024-03-08
96c321a0-dd55-4e7e-962e-4ceeac4ea3d8,52d0e1b5-27ee-4eb3-bde6-8182a471ec5d,1332c032-a285-4997-b8f7-66ea41f5e4ba,4,2024-07-15
1bd63ca2-1db4-43e5-bcbc-e49eb7edfca4,13d4b7fe-8447-4a9e-b131-b92af7a19a3c,89658e79-a140-4889-86d9-6a012ac19212,5,2024-07-18
7a4fc8bc-17db-4835-978e-f321a6ef1e44,3e531b6f-12b9-47fc-be11-49b10275bbd1,04324795-cd89-44b0-84c1-83561e5df529,2,2024-08-19
bebb5f40-734f-4429-abfa-edd9aa73b943,bacb2132-c57c-475d-8d4c-8a88b913a807,cbed1241-eb4f-43e9-8d12-e3d9c7508bb2,5,2024-02-26
66bc4db0-b059-42e2-aa9f-dd1319e6008b,11079ce9-d6d1-4c1f-a7e2-677d3faeb608,508ea1d5-daf0-4572-90bc-48f9931eca53,5,2024-05-25
b55c59fb-975b-4634-ae02-e487b158bfc4,587359d4-f971-4ef3-a2d0-c22546f54985,8cfee8d2-32b9-4c82-8b9c-8819bc0b252c,2,2024-04-17
adb552b1-a566-4d72-bce8-af498c49912d,c3d5bcc1-ae0f-43ee-8c64-d1ba7e9f9c98,89658e79-a140-4889-86d9-6a012ac19212,2,2024-06-30
07fdb41b-e550-47c3-b80e-f25e73357354,5fc5ebc7-5713-42a2-a1e6-be8a83758e41,10403f77-8bc1-497e-bba5-3c427329fe8c,4,2024-02-19
5e2c68e7-678a-4b02-8f9b-0f58e1c3009e,f475dafe-fd20-416b-8ccf-695d9a4ee8c7,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,3,2024-01-18
3cceb158-7661-47fa-8262-b969f7d53900,1de32790-4a2d-4bbd-8eca-3e79b74ab31a,af0e08fe-4b55-4ec0-9d66-43a588c97d5b,4,2024-05-30
15ba04f6-d51e-486c-8e3c-55df83b4743f,d00355d0-ae64-419e-9654-98a231e79f22,a1fb103f-9a36-4626-851e-da5f53e42e6f,2,2024-08-25
ba921f58-d7af-4eed-8870-255a7d444025,13d4b7fe-8447-4a9e-b131-b92af7a19a3c,e1334fd0-d721-4bba-a614-8bc100368c91,1,2024-07-05
6f9a02c1-ebc6-437e-a83b-8e7062f6732f,7d4c7f81-7bbc-43c1-9537-5ec4e63b9e41,1f3c80e6-fef1-49fe-9835-d7580973e77a,2,2024-06-12
51fb1b86-e27a-4e1c-86e8-e18d7e44184c,7d4c7f81-7bbc-43c1-9537-5ec4e63b9e41,6a461f4a-1181-42ed-a3d2-93e2aecdb709,1,2024-04-30
a16c5cc4-bae0-4bb6-a7c1-6896d0b1cc03,58838810-6842-4262-876d-b5bfad554db3,af301a41-4768-433f-a81b-9738fa59a5f2,1,2024-04-20
97bcba9b-ec1a-4375-9a45-853c54289cfb,1a64663b-e5cd-421c-9913-bfd58dde9ac6,1a0419fa-6e90-4b16-8db5-069c2b752261,1,2024-02-09
395c059a-6d5f-445b-b2e5-3062ca931bd5,4a6be2b3-ab8e-4ebd-a00b-c9d814827735,1a0419fa-6e90-4b16-8db5-069c2b752261,5,2024-08-18
84162bc4-4eac-48f5-bc80-ab9c82aff33a,36661ee8-1ede-4149-9845-cbc7e723f2d2,deb51472-996a-42b1-96e5-6a72ba78e2ab,4,2024-05-28
113a4141-2117-4423-9cdf-65e108b380bc,b3e38c97-fb33-4ef4-aab5-bd2741615dc0,c487dc5c-fcd3-49fc-b7d9-c8d811d692f5,2,2024-08-12
bc0ab03f-eb37-4f1c-b1c6-646aa568bd97,9362202f-cdef-46a8-be0d-537bc7f2e815,63e8bbbb-5ad7-4d1d-b1c2-001a07b664f5,5,2024-01-28
2743c6cc-7a84-4357-8bc6-770822bd7261,9114376b-f70b-4724-8b50-32430641b8bc,a1fb103f-9a36-4626-851e-da5f53e42e6f,4,2024-04-18
e5202af6-9d43-4901-8654-b9178b07ab65,861891e1-2e39-45f8-bb82-be3502f57848,32168aa7-19e9-43c6-985e-1ae1aed0047e,1,2024-03-07
6a351968-8b6b-4adc-9284-7bd7c5f40c4d,6d89dd9b-6721-4e85-960b-676b1cc471c7,76cd3754-36f8-4e9e-bea4-063574cf6886,4,2024-02-18
9b5cf6f1-6e8b-404c-8b95-be988a2fea5b,c3167941-3184-4e90-89db-3fcbb9cd4c9c,8cfee8d2-32b9-4c82-8b9c-8819bc0b252c,4,2024-01-21
e0210c0e-9722-4ef8-ae34-4333bd499cad,caa80d81-0f81-4066-bd2b-7bcdbc67c3e7,1332c032-a285-4997-b8f7-66ea41f5e4ba,1,2024-03-18
f59833ed-81da-4b40-baec-0565c5532e07,594b9707-9366-45f9-9d29-205bdd2011df,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,1,2024-06-22
21e753a5-2a4f-49bb-a99d-3157fbcb465b,c1ec1d52-4c2e-4115-b845-263d7b651b5e,66578397-7334-4d70-a8ae-40938eb76a1a,3,2024-05-26
675132ce-a99a-4326-a944-13c555a6023a,658fb1eb-d5f5-4d95-bb78-3b93b268f565,a1fb103f-9a36-4626-851e-da5f53e42e6f,2,2024-01-02
ce13fe34-2e18-49bf-a406-1f558dd7ba6c,ce8542b7-afa6-46a8-8ba8-8b6178b996d1,c487dc5c-fcd3-49fc-b7d9-c8d811d692f5,4,2024-03-12
f7dac6d1-e3ef-471c-9e8b-1c53d7331af4,812f3f6c-07e6-47c8-b15e-754a861fcbc4,8cfee8d2-32b9-4c82-8b9c-8819bc0b252c,2,2024-08-21
91131c42-6016-4898-ac10-7000c29b7726,16420d0c-2e7e-4a4d-8e9c-304113aa06c0,c3170728-95ef-422f-8e5c-7f7b2479fdaa,2,2024-05-27
a3767f63-a6f3-49bd-93bb-d0b9088c0328,58838810-6842-4262-876d-b5bfad554db3,4a883726-42ea-4c3f-bd57-db91378859bc,5,2024-06-24
a1ded7b3-f539-438e-b2a3-f0a8be2d3374,6d89dd9b-6721-4e85-960b-676b1cc471c7,99c9e979-6fdf-4dd7-8df7-4342b36d1a89,5,2024-02-28
1b8d5044-5057-44e9-93a9-ddc903ef5a70,d23b1330-6e89-4b4f-ba3e-64f0a3891fa5,43c60d20-7121-46a6-b548-f7be1780dcd8,2,2024-07-07
8839ccf1-26d9-4d91-8afd-886ab86fa774,11079ce9-d6d1-4c1f-a7e2-677d3faeb608,bd381ce1-0671-4d5b-a878-de28c508dffa,4,2024-08-27
5b5bb1a5-43d5-475f-ac43-aae5e78ab9de,fb87a32b-c9b3-4f22-89f2-a6a3ea9b1ef9,9e516857-5020-45be-8677-597770444957,4,2024-06-14
2c68ea50-3c3d-4873-bb4c-fb5a21a88cce,c1ec1d52-4c2e-4115-b845-263d7b651b5e,9e940818-e66b-4d16-be56-4e9cf23021cc,4,2024-08-25
ef74206a-e172-4811-87f9-6e5971cfce73,528df3bf-4eac-492b-a033-a4095a5595ad,7adf5937-657c-43c1-916f-5f52da717fac,3,2024-03-07
51fbb1c7-9edd-4900-95cd-79bc6094886d,9338ed22-4a08-4962-a9e9-7bafc3c6a205,f5f3f75b-138c-4171-8874-5ff40049cf17,4,2024-01-27
2b794f87-98cf-4814-9d97-625f98539aee,e9dda49f-5915-4553-9a40-45c24a471f06,1332c032-a285-4997-b8f7-66ea41f5e4ba,5,2024-08-15
25fb870a-7d53-45f0-81f5-3f61de8de23c,bacb2132-c57c-475d-8d4c-8a88b913a807,af301a41-4768-433f-a81b-9738fa59a5f2,4,2024-02-17
ff157996-8448-439b-b6da-476504fd1820,d9e346de-d217-4e69-9b13-bd992063994d,32168aa7-19e9-43c6-985e-1ae1aed0047e,3,2024-02-21
718d4e81-243f-4f34-b6ba-dbb41febde77,b3e38c97-fb33-4ef4-aab5-bd2741615dc0,99c9e979-6fdf-4dd7-8df7-4342b36d1a89,5,2024-07-21
092ebefc-e6c5-42ef-9de1-63be70236230,bf195254-cb20-4f77-ad02-079a4953b37c,c487dc5c-fcd3-49fc-b7d9-c8d811d692f5,1,2024-07-22
6850ee0c-52e3-40c4-a181-08a94ece9fee,3e2e4fde-4cca-4da4-adcc-31620b2c5dae,cca4542c-b127-4afc-aa37-7756b9d6e2a1,1,2024-02-08
ab99973f-ffc5-4a99-86ed-69cca3d4374a,88ab6c4b-ac65-4ce2-8613-2c0374e8e45c,a09b54cd-0abf-4d6a-9ef6-fc8c4c9f47ea,4,2024-04-14
beb0d9e7-f94d-4310-a96a-d8fcc0d68535,b32b64f9-537c-4b99-97d9-dd6f40e87bfd,af0e08fe-4b55-4ec0-9d66-43a588c97d5b,2,2024-01-09
3582d31e-7bd1-464a-b652-545b41f8f9b9,c1ec1d52-4c2e-4115-b845-263d7b651b5e,e759d593-0d6a-4264-9dd2-adfbb8939038,1,2024-07-20
0dec2379-4355-4c95-ae54-60b42dbce947,b76ac0be-f836-4f7b-bdc8-99e89560e2cb,1a0419fa-6e90-4b16-8db5-069c2b752261,5,2024-01-06
4daff028-6bf1-4501-83e2-c0133770db53,13d4b7fe-8447-4a9e-b131-b92af7a19a3c,46cd6a49-3e36-4b01-ac1a-6a33d63c7ed9,2,2024-03-28
44f661f1-94ca-4e85-9780-d0690ce599a2,32df5bcb-da67-4a7c-b6e0-57504c104c12,805c053f-4536-4742-9e05-9acf6f191c40,5,2024-07-23
bc759446-9b86-46bc-8b0e-bf192e474a92,c9ab6698-6062-4089-a9a9-2d6e9f97ce21,a09b54cd-0abf-4d6a-9ef6-fc8c4c9f47ea,5,2024-06-25
66928ce0-5283-40cd-bc8f-2155517da333,5fa61352-782c-476b-8927-4c9e9f6411f1,9b5b30a0-514e-41e5-aca7-201c742d7ad6,1,2024-06-15
405d5152-40b5-408b-b5fa-c75057fc16d7,17372cee-b534-454c-a37d-9ea2648f3b17,76cd3754-36f8-4e9e-bea4-063574cf6886,5,2024-08-13
3d9622bb-e223-4edd-ab39-910a1aca9d39,7c3fd0c3-9f31-4410-8fa8-0fce2ff1a5a4,af0e08fe-4b55-4ec0-9d66-43a588c97d5b,3,2024-01-21
e5f72668-13d2-42c0-8252-20377b2e56f7,c80f7aa3-66d4-4edd-9dc8-951fa3005134,9e516857-5020-45be-8677-597770444957,3,2024-01-07
9aa8504c-6d0c-45b3-9430-970e90bba25f,36661ee8-1ede-4149-9845-cbc7e723f2d2,508ea1d5-daf0-4572-90bc-48f9931eca53,4,2024-03-22
068d604a-6b85-4c7a-b3ed-cff504f7e696,9fc2416e-df4f-4e83-ae28-6eb6e1130928,76cd3754-36f8-4e9e-bea4-063574cf6886,3,2024-06-23
9b0a3d92-6b7c-4b66-8faa-79bd829c9938,9338ed22-4a08-4962-a9e9-7bafc3c6a205,cca4542c-b127-4afc-aa37-7756b9d6e2a1,1,2024-05-01
315cda07-e052-486c-8789-332e703b69b6,d23b1330-6e89-4b4f-ba3e-64f0a3891fa5,c3170728-95ef-422f-8e5c-7f7b2479fdaa,5,2024-05-12
2b676a52-61c0-4911-86a5-bb5045de40f4,7c3fd0c3-9f31-4410-8fa8-0fce2ff1a5a4,4a5140fa-0fc2-417a-ba2b-8a29076b4772,1,2024-01-13
de6e57dc-9173-4a58-9eac-55093279968a,841a2055-daf6-4d1c-9ec6-5f45a1dabf88,9e516857-5020-45be-8677-597770444957,5,2024-01-08
eaf56e6f-5a82-4142-8204-69ed3baf3ef3,c80f7aa3-66d4-4edd-9dc8-951fa3005134,04324795-cd89-44b0-84c1-83561e5df529,3,2024-03-20
cbb78cfb-8e3d-4e87-8a14-190b73697480,13d4b7fe-8447-4a9e-b131-b92af7a19a3c,a1fb103f-9a36-4626-851e-da5f53e42e6f,3,2024-03-09
88b766d2-02ee-4a9b-b6d0-931ac1071788,7168add0-e400-473d-aac0-978428f8124b,9e940818-e66b-4d16-be56-4e9cf23021cc,4,2024-03-18
723ea01a-3afc-40ed-bf4e-e58a82ff06f3,c3d5bcc1-ae0f-43ee-8c64-d1ba7e9f9c98,af301a41-4768-433f-a81b-9738fa59a5f2,3,2024-02-11
c49e854a-9331-4fc8-a683-c2281b8d4287,178c67e8-6534-4590-bba1-1fccb01f685e,d6145ef1-8d21-40c6-8bcf-2010f160fc0d,5,2024-08-01
44936da2-27e0-4696-85d1-6df28cb4974b,d23b1330-6e89-4b4f-ba3e-64f0a3891fa5,76cd3754-36f8-4e9e-bea4-063574cf6886,5,2024-07-14
cdf4f9f9-bec9-4694-8237-79a885f5516f,b5c506bb-b844-41b7-81a0-40fee3800a1d,76cd3754-36f8-4e9e-bea4-063574cf6886,1,2024-08-18
6bedc8fa-154d-4734-a896-78fc94d33dbb,812f3f6c-07e6-47c8-b15e-754a861fcbc4,508ea1d5-daf0-4572-90bc-48f9931eca53,1,2024-06-24
7e058f07-82b5-4a31-b861-c1cd0b24c70a,658fb1eb-d5f5-4d95-bb78-3b93b268f565,7d496f22-33e6-4285-9be2-321e8b0561b3,5,2024-03-13
e91272a6-9032-443c-a7fc-14876dcf0daa,d9e346de-d217-4e69-9b13-bd992063994d,deb51472-996a-42b1-96e5-6a72ba78e2ab,3,2024-06-18
3c5c6fdb-0059-42ad-b61e-f815b8d66d62,587359d4-f971-4ef3-a2d0-c22546f54985,9e516857-5020-45be-8677-597770444957,3,2024-03-21
1d829d10-cc88-4955-8bd5-1a8c4919c367,d6b70054-7d30-4d62-b5bb-f57c24823bf6,46cd6a49-3e36-4b01-ac1a-6a33d63c7ed9,3,2024-05-08
42e925fc-073d-4ab8-9e8b-b01bcc9c6757,b32b64f9-537c-4b99-97d9-dd6f40e87bfd,0551ef25-0bd4-4d9c-ad14-2d3a48d42e20,3,2024-05-27
385f4e5a-e683-449e-8b32-5a2ea7b4ae9a,88ab6c4b-ac65-4ce2-8613-2c0374e8e45c,43c60d20-7121-46a6-b548-f7be1780dcd8,4,2024-02-12
335eab64-b6e9-44b7-965e-f6d6ce2a223d,16420d0c-2e7e-4a4d-8e9c-304113aa06c0,b14c7039-87b4-4b3d-bf95-2cd040d690b2,1,2024-04-16
c626bdb1-7932-4e76-9af3-ef1a7a41fc37,4a6be2b3-ab8e-4ebd-a00b-c9d814827735,d2727197-c8d4-48d9-9ecc-04f4c307a900,2,2024-04-12
e0fef7a3-7f3d-4b9d-ad47-b86916f04224,018b725c-c6db-4ae5-a0cf-7b5d858c382a,508ea1d5-daf0-4572-90bc-48f9931eca53,2,2024-05-04
9db3364e-a5ed-4140-9a86-acb6207061fe,bf195254-cb20-4f77-ad02-079a4953b37c,4a883726-42ea-4c3f-bd57-db91378859bc,5,2024-01-04
07cc9769-622a-4d5b-97af-601c42245d9d,ed110c9e-3231-4b3e-b08a-af8597f2ccd7,8cfee8d2-32b9-4c82-8b9c-8819bc0b252c,5,2024-03-07
55e5d7a1-b697-4694-a676-587731b30657,d23b1330-6e89-4b4f-ba3e-64f0a3891fa5,805c053f-4536-4742-9e05-9acf6f191c40,1,2024-08-08
8467f8f8-8100-4bb5-8efe-1b9436af0a02,165a8d03-8234-443e-94ca-2f309fa27fe8,684a7ae3-274a-46f3-8ccd-185800498136,5,2024-06-19
